55	government.politician
1904	government.poll_respondent_category
1783	government.polled_entity
1570	government.polling_authority
730	government.primary_election
446	government.u_s_congressperson
1112	government.us_president
884	government.us_presidential_campaign
1075	government.us_vice_president
1672	government.us_vice_presidential_campaign
524	ice_hockey.hockey_coach
1225	ice_hockey.hockey_conference
1656	ice_hockey.hockey_division
659	ice_hockey.hockey_player
1136	ice_hockey.hockey_position
781	ice_hockey.hockey_team
1004	imdb.topic
217	influence.influence_node
742	influence.peer_relationship
877	interests.collectable_item
896	interests.collection
1604	interests.collection_activity
313	interests.collection_category
949	interests.collector
1104	interests.hobby
1266	interests.hobbyist
1105	interests.interest
1347	internet.api
125	internet.blog
308	internet.blogger
134	internet.localized_uri
1513	internet.protocol
316	internet.social_network_user
745	internet.top_level_domain
614	internet.top_level_domain_registry
615	internet.top_level_domain_sponsor
1483	internet.top_level_domain_status
1764	internet.top_level_domain_type
92	internet.website
345	internet.website_category
109	internet.website_owner
281	internet.website_ownership
1850	internet.website_status
1126	kp_lw.common.topic
1125	kp_lw.philosopher
1912	kp_lw.philosophy_era
1774	kp_lw.philosophy_influencee
1607	kp_lw.philosophy_influencer
1786	kp_lw.philosophy_interest
2010	kp_lw.philosophy_region
1759	kp_lw.philosophy_school
1816	kp_lw.wine_grape_variety
1310	language.conlang
1965	language.conlang_purpose
576	language.human_language
1271	language.language_creator
904	language.language_dialect
367	language.language_family
2020	language.language_regulator
736	language.language_writing_system
1585	language.language_writing_type
967	language.languoid
1155	law.constitution
1568	law.constitutional_amendment
1675	law.constitutional_amendment_proposer
1874	law.constitutional_convention
2037	law.constitutional_convention_delegate
893	law.court
1719	law.court_courthouse_relationship
870	law.court_jurisdiction_area
709	law.courthouse
1932	law.international_patent_category
311	law.invention
407	law.inventor
253	law.judge
1039	law.judicial_tenure
1327	law.judicial_title
349	law.legal_case
1000	law.legal_case_party_relationship
1170	law.legal_party_role
1263	law.legal_subject
704	law.litigant
1206	law.patent_assignee
1632	law.patent_office
1017	law.us_patent
1743	law.us_patent_category
1662	law.us_patent_type
724	library.public_library
647	library.public_library_system
293	location.adjoining_relationship
270	location.administrative_division
288	location.administrative_division_capital_relationship
